dev-clean/2086/149214/2086_149214_000005_000002,10.67000,0.47000,query/pleasure/2086_149214_000005_000002
dev-clean/2086/149220/2086_149220_000029_000000,2.61000,0.45000,query/pleasure/2086_149220_000029_000000
dev-clean/2086/149220/2086_149220_000006_000017,6.38000,0.39000,query/pleasure/2086_149220_000006_000017
dev-clean/6241/61943/6241_61943_000020_000000,6.15000,0.37000,query/pleasure/6241_61943_000020_000000
dev-clean/6241/61946/6241_61946_000006_000000,2.85000,0.39000,query/pleasure/6241_61946_000006_000000
dev-clean/3000/15664/3000_15664_000003_000003,3.26000,0.45000,query/pleasure/3000_15664_000003_000003
dev-clean/8842/304647/8842_304647_000050_000000,15.29000,0.41000,query/pleasure/8842_304647_000050_000000
dev-clean/8842/302201/8842_302201_000007_000003,7.07000,0.50000,query/pleasure/8842_302201_000007_000003
dev-clean/8842/302203/8842_302203_000020_000003,5.79000,0.48000,query/pleasure/8842_302203_000020_000003
dev-clean/1993/147965/1993_147965_000003_000006,2.32000,0.58000,query/pleasure/1993_147965_000003_000006
dev-clean/6345/93306/6345_93306_000057_000004,3.24000,0.35000,query/pleasure/6345_93306_000057_000004
dev-clean/6345/93306/6345_93306_000008_000002,2.75000,0.41000,query/pleasure/6345_93306_000008_000002
dev-clean/6345/93306/6345_93306_000011_000000,9.23000,0.46000,query/pleasure/6345_93306_000011_000000
dev-clean/6345/93302/6345_93302_000075_000005,4.13000,0.33000,query/pleasure/6345_93302_000075_000005
dev-clean/84/121550/84_121550_000173_000000,4.58000,0.49000,query/pleasure/84_121550_000173_000000
dev-clean/2428/83699/2428_83699_000013_000003,6.32000,0.63000,query/pleasure/2428_83699_000013_000003
dev-clean/6319/275224/6319_275224_000016_000002,16.94000,0.59000,query/pleasure/6319_275224_000016_000002
dev-clean/1919/142785/1919_142785_000055_000003,1.47000,0.45000,query/pleasure/1919_142785_000055_000003
dev-clean/2412/153954/2412_153954_000005_000003,2.30000,0.32000,query/pleasure/2412_153954_000005_000003
dev-clean/2412/153947/2412_153947_000017_000006,0.73000,0.36000,query/pleasure/2412_153947_000017_000006
dev-clean/7850/111771/7850_111771_000011_000003,9.52000,0.54000,query/pleasure/7850_111771_000011_000003
dev-clean/2086/149214/2086_149214_000004_000004,5.07000,0.64000,query/especially/2086_149214_000004_000004
dev-clean/2803/154320/2803_154320_000003_000002,7.25000,0.72000,query/especially/2803_154320_000003_000002
dev-clean/1988/148538/1988_148538_000007_000000,5.26000,0.50000,query/especially/1988_148538_000007_000000
dev-clean/1988/148538/1988_148538_000004_000001,0.48000,0.46000,query/especially/1988_148538_000004_000001
dev-clean/5895/34615/5895_34615_000026_000002,0.36000,0.66000,query/especially/5895_34615_000026_000002
dev-clean/2902/9006/2902_9006_000023_000002,3.69000,0.63000,query/especially/2902_9006_000023_000002
dev-clean/8297/275156/8297_275156_000017_000005,13.72000,0.74000,query/especially/8297_275156_000017_000005
dev-clean/8297/275156/8297_275156_000021_000004,2.83000,0.61000,query/especially/8297_275156_000021_000004
dev-clean/8297/275154/8297_275154_000022_000001,3.12000,0.58000,query/especially/8297_275154_000022_000001
dev-clean/1673/143397/1673_143397_000016_000007,1.17000,0.53000,query/especially/1673_143397_000016_000007
dev-clean/2086/149214/2086_149214_000006_000005,1.71000,0.46000,query/fairly/2086_149214_000006_000005
dev-clean/2086/149214/2086_149214_000004_000002,10.43000,0.34000,query/fairly/2086_149214_000004_000002
dev-clean/2086/149220/2086_149220_000006_000006,2.90000,0.30000,query/fairly/2086_149220_000006_000006
dev-clean/3000/15664/3000_15664_000020_000000,3.92000,0.49000,query/fairly/3000_15664_000020_000000
dev-clean/1988/147956/1988_147956_000017_000005,1.61000,0.28000,query/fairly/1988_147956_000017_000005
dev-clean/1988/147956/1988_147956_000013_000002,5.94000,0.39000,query/fairly/1988_147956_000013_000002
dev-clean/251/136532/251_136532_000013_000000,4.37000,0.38000,query/fairly/251_136532_000013_000000
dev-clean/8297/275154/8297_275154_000003_000001,2.94000,0.41000,query/fairly/8297_275154_000003_000001
dev-clean/2035/147960/2035_147960_000005_000013,3.19000,0.43000,query/fairly/2035_147960_000005_000013
dev-clean/2035/147961/2035_147961_000013_000003,2.63000,0.30000,query/fairly/2035_147961_000013_000003
dev-clean/6313/66129/6313_66129_000060_000002,10.08000,0.44000,query/fairly/6313_66129_000060_000002
dev-clean/2086/149214/2086_149214_000004_000002,12.71000,0.84000,query/circumstances/2086_149214_000004_000002
dev-clean/1462/170145/1462_170145_000026_000000,0.52000,0.91000,query/circumstances/1462_170145_000026_000000
dev-clean/3170/137482/3170_137482_000010_000004,2.74000,0.92000,query/circumstances/3170_137482_000010_000004
dev-clean/3170/137482/3170_137482_000047_000000,4.46000,1.00000,query/circumstances/3170_137482_000047_000000
dev-clean/2277/149897/2277_149897_000007_000005,3.92000,0.83000,query/circumstances/2277_149897_000007_000005
dev-clean/84/121550/84_121550_000290_000000,1.06000,0.87000,query/circumstances/84_121550_000290_000000
dev-clean/2428/83699/2428_83699_000009_000004,4.49000,0.99000,query/circumstances/2428_83699_000009_000004
dev-clean/1988/148538/1988_148538_000008_000000,10.07000,0.84000,query/circumstances/1988_148538_000008_000000
dev-clean/5536/43363/5536_43363_000013_000000,4.57000,0.84000,query/circumstances/5536_43363_000013_000000
dev-clean/5536/43358/5536_43358_000017_000002,15.19000,0.92000,query/circumstances/5536_43358_000017_000002
dev-clean/8297/275155/8297_275155_000022_000000,0.98000,1.12000,query/circumstances/8297_275155_000022_000000
dev-clean/8297/275155/8297_275155_000030_000000,1.19000,1.10000,query/circumstances/8297_275155_000030_000000
dev-clean/8297/275156/8297_275156_000019_000005,8.38000,1.09000,query/circumstances/8297_275156_000019_000005
dev-clean/8297/275154/8297_275154_000007_000000,3.73000,1.16000,query/circumstances/8297_275154_000007_000000
dev-clean/2086/149220/2086_149220_000034_000000,0.81000,0.30000,query/answered/2086_149220_000034_000000
dev-clean/2086/149220/2086_149220_000038_000000,1.68000,0.34000,query/answered/2086_149220_000038_000000
dev-clean/2086/149220/2086_149220_000014_000000,1.29000,0.38000,query/answered/2086_149220_000014_000000
dev-clean/2086/149220/2086_149220_000040_000000,1.02000,0.33000,query/answered/2086_149220_000040_000000
dev-clean/6241/61946/6241_61946_000040_000000,0.42000,0.31000,query/answered/6241_61946_000040_000000
dev-clean/6241/61946/6241_61946_000025_000001,1.67000,0.36000,query/answered/6241_61946_000025_000001
dev-clean/1462/170142/1462_170142_000015_000000,2.73000,0.36000,query/answered/1462_170142_000015_000000
dev-clean/3853/163249/3853_163249_000114_000000,1.20000,0.57000,query/answered/3853_163249_000114_000000
dev-clean/3853/163249/3853_163249_000032_000000,2.26000,0.52000,query/answered/3853_163249_000032_000000
dev-clean/3853/163249/3853_163249_000135_000001,5.52000,0.43000,query/answered/3853_163249_000135_000001
dev-clean/3853/163249/3853_163249_000137_000000,4.01000,0.46000,query/answered/3853_163249_000137_000000
dev-clean/3853/163249/3853_163249_000049_000000,1.32000,0.36000,query/answered/3853_163249_000049_000000
dev-clean/3853/163249/3853_163249_000044_000000,1.92000,0.49000,query/answered/3853_163249_000044_000000
dev-clean/3853/163249/3853_163249_000140_000000,5.65000,0.34000,query/answered/3853_163249_000140_000000
dev-clean/7976/110523/7976_110523_000022_000002,7.12000,0.33000,query/answered/7976_110523_000022_000002
dev-clean/3170/137482/3170_137482_000032_000001,9.01000,0.44000,query/answered/3170_137482_000032_000001
dev-clean/6345/93306/6345_93306_000056_000001,0.19000,0.34000,query/answered/6345_93306_000056_000001
dev-clean/6345/93302/6345_93302_000054_000003,0.47000,0.30000,query/answered/6345_93302_000054_000003
dev-clean/84/121550/84_121550_000297_000000,0.79000,0.55000,query/answered/84_121550_000297_000000
dev-clean/84/121550/84_121550_000306_000000,5.07000,0.46000,query/answered/84_121550_000306_000000
dev-clean/5338/284437/5338_284437_000050_000000,0.41000,0.30000,query/answered/5338_284437_000050_000000
dev-clean/5338/284437/5338_284437_000052_000000,3.29000,0.35000,query/answered/5338_284437_000052_000000
dev-clean/5338/284437/5338_284437_000036_000000,1.81000,0.46000,query/answered/5338_284437_000036_000000
dev-clean/2803/154328/2803_154328_000052_000000,0.92000,0.37000,query/answered/2803_154328_000052_000000
dev-clean/2803/154328/2803_154328_000027_000000,1.48000,0.37000,query/answered/2803_154328_000027_000000
dev-clean/2803/161169/2803_161169_000004_000004,5.21000,0.43000,query/answered/2803_161169_000004_000004
dev-clean/5895/34622/5895_34622_000031_000002,2.24000,0.54000,query/answered/5895_34622_000031_000002
dev-clean/251/118436/251_118436_000018_000000,3.70000,0.48000,query/answered/251_118436_000018_000000
dev-clean/251/118436/251_118436_000021_000000,4.61000,0.37000,query/answered/251_118436_000021_000000
dev-clean/2902/9008/2902_9008_000061_000000,2.07000,0.36000,query/answered/2902_9008_000061_000000
dev-clean/8297/275155/8297_275155_000024_000006,3.52000,0.39000,query/answered/8297_275155_000024_000006
dev-clean/8297/275155/8297_275155_000023_000000,2.61000,0.52000,query/answered/8297_275155_000023_000000
dev-clean/8297/275155/8297_275155_000033_000000,1.54000,0.52000,query/answered/8297_275155_000033_000000
dev-clean/8297/275154/8297_275154_000037_000000,0.37000,0.55000,query/answered/8297_275154_000037_000000
dev-clean/2412/153954/2412_153954_000008_000002,5.49000,0.37000,query/answered/2412_153954_000008_000002
dev-clean/2035/147960/2035_147960_000015_000000,1.14000,0.38000,query/answered/2035_147960_000015_000000
dev-clean/6313/66125/6313_66125_000067_000001,0.89000,0.42000,query/answered/6313_66125_000067_000001
dev-clean/6313/66125/6313_66125_000084_000000,0.95000,0.34000,query/answered/6313_66125_000084_000000
dev-clean/6313/66125/6313_66125_000018_000000,3.81000,0.35000,query/answered/6313_66125_000018_000000
dev-clean/6313/66129/6313_66129_000016_000000,1.46000,0.39000,query/answered/6313_66129_000016_000000
dev-clean/6313/66129/6313_66129_000025_000000,1.77000,0.35000,query/answered/6313_66129_000025_000000
dev-clean/6313/66129/6313_66129_000011_000000,1.65000,0.43000,query/answered/6313_66129_000011_000000
dev-clean/6313/76958/6313_76958_000080_000000,1.57000,0.46000,query/answered/6313_76958_000080_000000
dev-clean/7850/286674/7850_286674_000015_000002,1.09000,0.43000,query/answered/7850_286674_000015_000002
dev-clean/7850/286674/7850_286674_000012_000000,2.09000,0.37000,query/answered/7850_286674_000012_000000
